ID,T_RANDOM,MONTH,YEAR,CLOCK,TIME,P_REPORT,CCN,V_RACE,S_RACE,V_CHEM,S_CHEM,S_DMNOR1,S_DMNOR2,WEAPON,GUNS,P_ASSLT1,P_ASSLT2,P_CALMED,P_REFER,P_ADVISE,T_FINAL,REASON1,REASON2,REASON3,REASON4,R_RELATE
871130123,3,8,81,1845,30,1,NA,2,2,1,0,2,2,3,1,0,1,9,9,9,3,1,1,1,1,NA
1371130111,1,12,81,830,NA,1,NA,1,1,0,0,1,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1321200133,3,11,81,2100,15,0,NA,1,2,0,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1432290113,3,1,82,200,NA,1,10146,3,3,1,1,2,1,3,1,0,1,9,9,9,1,6,7,1,1,NA
1561130111,1,1,82,15,30,1,13303,5,5,0,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1452170112,2,2,82,2259,15,1,NA,2,2,0,1,2,1,3,1,0,1,1,1,0,1,2,1,1,1,NA
1532280111,1,3,82,245,10,1,NA,1,1,1,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
1032240111,1,8,81,1835,20,1,147399,1,1,1,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1331130112,2,12,81,700,30,1,NA,1,1,0,1,2,2,3,1,0,1,0,0,0,1,6,1,1,1,NA
1491050111,1,2,82,2330,60,1,NA,1,1,1,1,1,1,5,1,0,1,9,9,9,1,1,1,1,1,NA
1221260111,1,11,81,1850,20,1,210733,1,2,0,0,2,1,4,1,0,1,9,9,9,1,1,1,1,1,NA
1272340113,3,12,81,200,15,1,NA,1,1,0,0,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1082040132,2,10,81,100,30,1,NA,1,1,1,1,1,1,3,1,0,1,0,0,1,2,1,1,1,1,NA
901120123,3,9,81,1400,20,1,176158,1,1,0,0,2,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1352010111,1,12,81,1700,NA,1,NA,1,2,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
1552400132,2,3,82,1100,20,0,NA,2,3,1,1,2,2,5,1,0,1,1,0,0,2,1,1,1,1,NA
1051340111,1,10,81,2020,20,1,NA,2,2,0,0,2,NA,3,1,0,1,9,9,9,1,1,1,1,1,NA
1571260111,1,2,82,2320,20,1,NA,1,1,0,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1301480111,1,1,82,2345,20,1,NA,1,3,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
1281260132,2,11,81,2100,30,0,NA,1,2,0,1,1,1,3,2,0,1,0,0,0,2,1,1,1,1,NA
861270113,3,8,81,2115,40,1,159426,1,1,0,0,2,1,3,2,1,3,9,9,9,1,4,9,1,1,NA
1411410112,2,12,81,1517,NA,1,232385,2,2,0,0,2,1,4,1,0,1,1,1,0,1,7,1,1,1,NA
842140111,1,8,81,2340,NA,1,NA,2,2,1,1,1,1,4,1,0,1,9,9,9,1,1,1,1,1,NA
942240132,2,3,81,2330,NA,0,NA,2,2,1,0,1,2,4,1,0,1,NA,NA,NA,2,1,1,1,1,NA
982240123,3,9,81,2315,25,1,173062,1,2,1,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1111200132,2,10,81,2300,10,0,NA,1,1,0,1,1,1,4,1,0,1,1,0,0,2,1,1,1,1,NA
1342400132,2,1,82,443,15,0,NA,1,1,0,1,2,2,3,1,0,1,1,0,0,2,1,1,1,1,NA
1212100123,3,8,81,1600,45,0,NA,2,2,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1421050112,2,12,81,2150,30,1,NA,2,2,1,1,1,1,5,1,0,1,1,0,0,1,7,1,1,1,NA
1542110132,2,2,82,225,10,0,NA,6,1,0,0,NA,NA,3,1,0,1,0,1,0,2,1,1,1,1,NA
991120132,2,9,81,1440,NA,1,170529,1,1,1,1,1,1,3,1,0,1,0,0,1,2,1,1,1,1,NA
1141340213,3,12,81,2130,10,0,NA,2,2,0,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1442470123,3,1,82,1630,15,1,6207,2,1,0,0,1,1,4,1,0,1,9,9,9,3,1,1,1,1,NA
1172290233,3,12,81,800,NA,1,224587,3,3,1,1,2,2,4,1,0,1,9,9,9,3,1,1,1,1,NA
822100112,2,8,81,1500,45,1,NA,1,1,0,1,2,2,5,1,0,1,0,0,0,1,6,7,1,1,NA
1522240123,3,3,82,2200,20,1,31370,1,1,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
922280132,2,9,81,120,20,0,182287,1,1,0,0,1,1,3,NA,0,1,1,0,0,2,1,1,1,1,NA
1292460123,3,12,81,400,20,1,226788,6,7,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1121270123,3,11,81,115,25,0,NA,2,2,0,0,1,1,4,1,0,1,9,9,9,3,1,1,1,1,NA
1361260132,2,1,82,2200,20,0,NA,1,2,0,0,1,1,3,1,0,1,1,0,1,2,1,1,1,1,NA
1152020211,1,10,81,20,15,1,182903,1,1,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
1252030132,2,1,82,2340,20,0,NA,1,1,1,1,1,1,3,NA,0,1,0,0,0,2,1,1,1,1,NA
1482240123,3,2,82,1940,28,1,25371,1,1,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1192260123,3,12,81,50,20,0,NA,3,3,1,1,2,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
221310132,2,4,81,915,15,0,NA,2,2,0,0,1,1,4,1,0,1,1,1,1,2,1,1,1,1,NA
1381190112,2,12,81,1600,NA,1,NA,2,2,0,1,NA,NA,4,2,0,1,0,0,0,1,7,1,1,1,NA
1011260111,1,10,81,135,15,1,NA,3,3,1,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1181200123,3,11,81,1445,15,0,NA,1,1,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
701180213,3,7,81,2125,30,1,136699,2,2,1,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
971120111,1,10,81,645,15,1,184400,3,3,1,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
831130132,2,8,81,1630,15,0,NA,1,2,1,0,1,1,4,1,0,1,1,0,0,2,1,1,1,1,NA
1202460132,2,12,81,2200,NA,0,NA,1,1,0,1,1,1,3,3,0,1,1,1,0,2,1,1,1,1,NA
1462020111,1,2,82,1930,25,1,24101,1,1,0,0,1,1,3,3,0,1,9,9,9,1,1,1,1,1,NA
1241200132,2,11,81,1655,20,0,NA,3,5,0,0,2,1,3,1,0,1,1,1,1,2,1,1,1,1,NA
851270143,3,7,81,120,30,1,137567,2,2,0,0,NA,NA,4,NA,0,1,9,9,9,4,9,1,1,1,NA
961120111,1,9,81,1800,20,1,173511,1,1,0,1,2,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
1131200123,3,11,81,1715,15,0,NA,1,2,0,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1401260123,3,1,82,2140,25,0,NA,2,2,0,0,1,2,3,1,0,1,9,9,9,3,1,1,1,1,NA
951130132,2,9,81,600,15,1,166293,2,2,0,0,2,2,3,1,0,1,0,1,0,2,1,1,1,1,NA
911340113,3,9,81,2330,20,1,NA,1,1,0,0,2,2,8,1,0,1,9,9,9,1,8,1,1,1,NA
1602010112,2,3,82,2130,25,1,NA,3,3,0,1,2,2,3,NA,0,1,0,0,0,1,9,1,1,1,NA
1652680111,1,3,82,337,5,1,NA,2,2,1,0,1,1,3,1,0,1,9,9,9,1,5,1,1,1,NA
1641620132,2,3,82,1015,15,0,NA,1,2,0,0,1,1,3,1,0,1,1,0,0,2,1,1,1,1,NA
1632400123,3,4,82,620,25,1,46276,3,3,1,1,2,2,3,1,0,1,9,9,9,4,1,1,1,1,NA
842310213,3,11,81,215,20,1,NA,2,2,1,1,1,1,4,1,0,1,9,9,9,1,9,1,1,1,NA
1612040123,3,3,82,2020,35,1,NA,3,3,1,1,2,2,3,1,0,1,9,9,9,3,1,1,1,1,NA
1622550112,2,3,82,2212,50,1,NA,1,1,0,0,2,2,3,3,0,1,1,0,0,1,9,1,1,1,NA
1581210132,2,2,82,2100,20,0,NA,1,1,1,0,1,1,3,1,0,1,1,0,0,2,1,1,1,1,NA
1591260111,1,3,82,2000,15,1,NA,1,1,0,0,2,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
2811480132,2,3,82,NA,15,0,43769,1,1,1,1,1,1,4,1,0,1,1,0,0,2,1,1,1,1,6
1072280132,2,10,81,1710,15,0,187006,1,1,0,0,1,1,3,1,0,1,1,0,0,2,1,1,1,1,NA
2751440132,2,8,82,400,45,0,NA,2,1,0,0,2,1,3,1,0,1,1,0,1,2,1,1,1,1,1
2252100111,1,3,82,700,45,1,NA,2,2,0,0,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
1841190132,2,5,81,115,20,1,NA,1,1,0,1,2,2,3,1,0,1,0,1,0,2,1,1,1,1,5
2601120123,3,12,81,1822,20,1,230282,1,1,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,2
3071620132,2,7,82,120,20,0,NA,1,1,1,1,1,1,3,1,0,1,1,0,0,2,1,1,1,1,1
2032480132,2,2,82,1650,25,1,NA,3,1,0,0,1,1,5,1,0,1,1,0,0,1,7,1,1,1,NA
2821260132,2,4,82,2215,15,0,NA,1,3,0,1,1,1,3,1,0,1,1,0,1,2,1,1,1,1,6
2541450222,2,2,82,1930,NA,0,NA,1,1,1,1,2,2,3,1,0,1,1,0,0,3,3,1,1,1,5
2211260111,1,4,82,2010,NA,1,NA,2,2,0,1,2,2,4,1,0,1,9,9,9,1,1,1,1,1,NA
2541130132,2,11,81,2040,5,0,NA,1,1,1,1,1,1,3,NA,0,1,1,0,0,2,1,1,1,1,5
9101550211,1,3,82,1440,60,1,NA,3,2,1,0,1,1,5,1,0,1,9,9,9,1,1,1,1,1,NA
2592010123,3,12,81,1615,20,1,NA,1,1,1,1,1,1,4,3,0,1,9,9,9,3,1,1,1,1,1
2592210223,3,3,82,1730,15,0,NA,1,1,1,1,1,1,4,1,0,1,9,9,9,3,1,1,1,1,1
2302690123,3,7,82,1250,20,0,NA,2,2,0,0,2,2,7,1,0,1,9,9,9,3,1,1,1,1,NA
2901130123,3,4,82,45,NA,0,NA,1,1,0,0,1,2,3,1,0,1,9,9,9,3,1,1,1,1,5
2612110132,2,12,81,20,15,0,NA,3,3,1,1,1,1,3,1,0,1,1,0,1,2,1,1,1,1,2
1671330123,3,3,81,20,20,0,NA,1,1,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,6
2141620123,3,4,82,5,20,0,-61722,2,2,0,0,1,1,5,1,0,1,9,9,9,3,1,1,1,1,NA
3031450113,3,7,82,2205,NA,1,NA,1,1,0,1,2,2,7,NA,0,1,9,9,9,1,2,9,1,1,NA
2891130143,3,4,82,230,NA,0,NA,1,1,1,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,5
2171500132,2,6,82,400,30,0,NA,1,1,0,1,1,1,5,1,0,1,1,1,0,2,1,1,1,1,NA
1891330132,2,5,81,30,20,0,NA,1,1,1,1,1,1,3,1,0,1,1,0,0,2,1,1,1,1,NA
2742460113,3,2,82,915,NA,1,NA,1,2,0,0,1,1,3,1,0,1,9,9,9,1,5,1,1,1,2
2342210143,3,3,82,1600,3,1,NA,1,1,0,1,NA,NA,3,1,0,1,9,9,9,4,9,1,1,1,NA
2782550123,3,3,82,2135,20,1,NA,2,2,0,1,2,1,5,1,0,1,9,9,9,3,1,1,1,1,2
2771550113,3,3,82,2200,25,1,38413,1,2,0,1,2,2,3,1,0,1,9,9,9,1,9,1,1,1,1
1861180113,3,5,81,2010,25,1,77870,1,1,NA,1,2,2,4,1,0,1,9,9,9,1,9,1,1,1,2
2402170133,3,8,81,NA,25,0,NA,2,2,0,0,1,1,6,1,0,1,9,9,9,2,9,1,1,1,2
2132630132,2,4,82,2147,13,0,NA,2,2,1,1,1,1,7,1,0,1,1,1,1,2,1,1,1,1,NA
2411130122,2,8,81,2100,25,1,NA,1,2,0,0,2,2,3,1,0,1,1,1,0,2,1,1,1,1,5
3062040113,3,7,82,105,NA,1,NA,3,3,0,1,2,1,3,1,0,1,9,9,9,1,5,1,1,1,5
1882100111,1,5,81,1915,30,1,NA,3,2,0,0,2,2,3,1,1,3,9,9,9,1,4,1,1,1,5
1902090132,2,6,81,1125,10,0,NA,1,1,1,NA,1,1,3,NA,0,1,1,0,0,2,1,1,1,1,1
2091450111,1,4,82,415,NA,1,50642,1,2,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
1741330132,2,4,81,120,10,0,NA,1,1,1,1,2,NA,4,1,0,1,1,0,0,2,1,1,1,1,NA
2502230113,3,10,81,NA,30,1,184162,1,2,1,1,1,1,5,1,0,1,9,9,9,1,2,8,1,1,5
2921450113,3,4,82,135,NA,1,62306,1,1,1,1,2,2,3,1,1,2,9,9,9,1,3,4,1,1,5
2862110111,1,4,82,77,15,1,NA,3,3,1,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,5
9092170211,1,3,82,2145,10,1,NA,3,1,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
3021260111,1,7,82,2110,20,1,111607,1,1,1,0,2,2,7,2,0,1,9,9,9,1,7,1,1,1,1
2802680132,2,3,82,220,15,0,NA,3,3,0,1,2,1,3,NA,0,1,1,0,1,2,1,1,1,1,7
2491050123,3,9,81,1640,10,0,NA,1,1,0,0,2,2,3,1,0,1,9,9,9,3,1,1,1,1,6
2121450111,1,5,82,1900,NA,1,67339,1,1,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
3011260132,2,7,82,35,20,0,NA,3,3,1,1,2,1,3,1,0,1,1,0,1,2,1,1,1,1,6
2551340122,2,11,81,130,10,0,NA,1,1,0,0,2,2,3,1,0,1,1,0,0,3,NA,NA,NA,NA,2
2521200111,1,10,81,220,10,1,81191160,2,2,0,0,2,1,3,1,0,1,9,9,9,1,1,1,1,1,5
2992010121,1,6,82,2110,20,1,NA,2,2,0,0,2,1,3,NA,0,1,9,9,9,3,9,1,1,1,2
2192690123,3,6,82,1530,20,0,NA,1,2,1,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
2471200132,2,9,81,900,15,0,NA,1,2,0,0,1,1,4,1,0,1,1,1,1,2,1,1,1,1,2
2942550132,2,5,82,2245,45,1,NA,1,1,0,1,1,2,3,1,1,3,1,0,0,1,2,1,1,1,6
2152100123,3,5,82,1945,30,1,NA,1,2,0,0,2,1,4,1,0,1,9,9,9,3,1,1,1,1,NA
2681260123,3,1,82,2115,30,0,NA,2,2,1,1,2,2,3,1,0,1,9,9,9,3,1,1,1,1,2
2222420111,1,4,82,125,NA,1,58815,3,3,1,1,1,1,5,1,0,1,9,9,9,1,1,1,1,1,NA
242210123,3,5,81,305,18,1,NA,3,1,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
2291450112,2,7,82,120,NA,1,110204,3,5,1,1,1,1,3,1,0,1,1,0,1,1,2,5,1,1,NA
2361200132,2,4,81,2200,15,0,NA,5,2,0,0,1,2,3,1,0,1,1,0,0,2,1,1,1,1,NA
1952170111,1,6,81,1850,15,1,NA,3,3,1,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,2
2641190123,3,1,82,300,25,1,NA,1,2,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,2
2641130211,1,3,82,500,NA,1,NA,1,2,0,0,1,2,3,1,0,1,9,9,9,1,1,1,1,1,2
1991330123,3,8,81,30,20,1,140686,1,1,0,0,2,2,7,1,0,1,9,9,9,4,9,1,1,1,6
2932020123,3,5,82,15,15,1,67570,1,1,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,2
2162230111,1,6,82,2235,20,1,86341,1,1,0,1,2,2,3,1,NA,NA,9,9,9,1,1,1,1,1,NA
2392040111,1,8,81,200,19,1,NA,1,1,0,0,1,1,3,1,0,1,9,9,9,1,1,1,1,1,5
1281130223,3,2,82,1750,15,0,NA,1,2,0,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
2622110112,2,12,81,315,15,1,NA,1,2,0,1,2,2,3,NA,0,1,1,0,1,1,6,7,1,1,1
